ident,classification,source,start,end,duration,path_relative,fold,frames,classification_original,path_audio,target
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,17020.548,17023.548,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s17020.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s17020.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,21215.62,21218.62,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s21215.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s21215.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,23624.052,23627.052,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s23624.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s23624.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,26710.692,26713.692,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s26710.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s26710.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,29107.556,29110.556,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s29107.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s29107.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,30668.532,30671.532,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s30668.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s30668.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,32214.468,32217.468,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s32214.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s32214.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,33490.116,33493.116,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s33490.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s33490.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,54011.076,54014.076,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s54011.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s54011.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,72463.364,72466.364,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s72463.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s72463.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,74711.556,74714.556,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s74711.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s74711.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,80024.084,80027.084,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s80024.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s80024.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,84227.46,84230.46,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s84227.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s84227.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,86291.908,86294.908,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s86291.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s86291.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,87822.948,87825.948,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s87822.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s87822.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,88148.228,88151.228,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s88148.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s88148.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,88473.124,88476.124,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s88473.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s88473.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,89234.74,89237.74,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s89234.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s89234.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,97974.788,97977.788,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s97974.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s97974.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,98538.548,98541.548,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s98538.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s98538.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,99097.188,99100.188,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s99097.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s99097.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,99323.252,99326.252,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s99323.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s99323.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,99549.508,99552.508,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s99549.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s99549.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,100620.724,100623.724,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s100620.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s100620.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,101827.812,101830.812,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s101827.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s101827.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_day,original manual labeling,105154.42,105157.42,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s105154.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s105154.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,8517.3,8520.3,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s8517.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s8517.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,11748.324,11751.324,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s11748.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s11748.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,14427.508,14430.508,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s14427.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s14427.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,18001.988,18004.988,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s18001.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s18001.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,21806.084,21809.084,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s21806.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s21806.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,23017.508,23020.508,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s23017.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s23017.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,24127.396,24130.396,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s24127.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s24127.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,25649.156,25652.156,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s25649.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s25649.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,26324.468,26327.468,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s26324.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s26324.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,28226.596,28229.596,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s28226.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s28226.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,30361.796,30364.796,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s30361.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s30361.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,35392.98,35395.98,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s35392.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s35392.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,40163.22,40166.22,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s40163.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s40163.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,61506.02,61509.02,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s61506.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s61506.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,85800.036,85803.036,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s85800.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s85800.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,90752.724,90755.724,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s90752.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s90752.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,93598.004,93601.004,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s93598.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s93598.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,94913.636,94916.636,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s94913.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s94913.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,97516.18,97519.18,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s97516.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s97516.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,98082.036,98085.036,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s98082.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s98082.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,98471.38,98474.38,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s98471.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s98471.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,100877.012,100880.012,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s100877.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s100877.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,102262.948,102265.948,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s102262.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s102262.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,102924.18,102927.18,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s102924.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s102924.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,103153.572,103156.572,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s103153.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s103153.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,105243.508,105246.508,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s105243.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s105243.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,108967.908,108970.908,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s108967.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s108967.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,110894.148,110897.148,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s110894.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s110894.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,114416.1,114419.1,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s114416.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s114416.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,122904.756,122907.756,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s122904.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s122904.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_day,original manual labeling,125821.204,125824.204,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s125821.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s125821.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,2819.988,2822.988,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s2819.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s2819.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,3515.748,3518.748,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s3515.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s3515.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,4754.628,4757.628,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s4754.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s4754.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,6379.716,6382.716,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s6379.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s6379.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,7078.596,7081.596,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s7078.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s7078.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,9896.98,9899.98,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s9896.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s9896.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,11023.156,11026.156,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s11023.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s11023.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,11909.892,11912.892,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s11909.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s11909.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,13913.092,13916.092,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s13913.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s13913.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115,ambient_day,original manual labeling,14811.012,14814.012,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s14811.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210728_1115_s14811.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,16490.516,16493.516,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s16490.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s16490.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,20126.02,20129.02,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s20126.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s20126.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,23434.58,23437.58,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s23434.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s23434.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,23903.7,23906.7,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s23903.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s23903.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,24470.788,24473.788,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s24470.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s24470.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,25219.636,25222.636,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s25219.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s25219.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,26090.18,26093.18,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s26090.wav,3,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s26090.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,28095.684,28098.684,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s28095.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s28095.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,28511.508,28514.508,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s28511.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s28511.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,29511.876,29514.876,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s29511.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s29511.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,34897.844,34900.844,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s34897.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s34897.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,42090.66,42093.66,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s42090.wav,4,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s42090.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,63115.172,63118.172,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s63115.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s63115.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,86633.38,86636.38,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s86633.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s86633.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,88263.86,88266.86,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s88263.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s88263.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,89444.564,89447.564,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s89444.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s89444.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,92255.684,92258.684,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s92255.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s92255.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,94811.268,94814.268,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s94811.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s94811.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,96863.524,96866.524,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s96863.wav,1,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s96863.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,99587.62,99590.62,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s99587.wav,2,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s99587.wav,0
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_day,original manual labeling,100765.652,100768.652,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s100765.wav,5,5,ambient_day,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s100765.wav,0
